PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,ESRI_OID,x2,y2
0015XX New Brighton BL ,3453911,MP 2015 338481,02,9/7/2015 3:00:00 PM,9/7/2015 1:30:00 PM,13:30:00,SHOPLF,Shoplifting,07,9/7/2015 2:51:54 PM,21511,45.00363907,-93.22883412,-10378186.3417,5622094.4019,NORTHEAST PARK,9/8/2015 10:53:57 AM,3/3/2017 1:40:06 PM,13501,-10378186.3417,5622094.40190001
0002XX Cedar AV S,3453920,MP 2015 338550,01,9/7/2015 3:25:00 PM,9/7/2015 2:58:00 PM,14:58:00,THEFT,Other Theft,07,9/7/2015 3:28:01 PM,22697,44.97263526,-93.24722949,-10380234.1046,5617214.4969,CEDAR RIVERSIDE,9/8/2015 10:30:09 AM,3/3/2017 1:40:06 PM,13502,-10380234.1046,5617214.4969
0001XX Warwick ST SE,3453921,MP 2015 995475,02,9/7/2015 3:28:17 PM,8/13/2015 2:00:00 AM,02:00:00,THEFT,Other Theft,07,9/7/2015 3:28:17 PM,10311,44.96363864,-93.21153025,-10376260.0837,5615798.9502,PROSPECT PARK - EAST RIVER ROAD,11/2/2015 7:46:56 PM,3/3/2017 1:40:06 PM,13503,-10376260.0837,5615798.95020001
0043XX 15 AV S,3453923,MP 2015 995474,03,9/7/2015 3:50:02 PM,9/7/2015 12:30:00 AM,00:30:00,THEFT,Other Theft,07,9/7/2015 3:50:02 PM,12332,44.92422453,-93.25366485,-10380950.4861,5609600.0669,NORTHROP,10/22/2015 8:47:11 PM,3/3/2017 1:40:06 PM,13504,-10380950.4861,5609600.0669
5 ST N / Hennepin AV S,3453931,MP 2015 338545,01,9/7/2015 4:56:00 PM,9/7/2015 2:53:00 PM,14:53:00,THEFT,Other Theft,07,9/7/2015 4:54:59 PM,,44.97968,-93.27243,-10383038.94,5618322.824,DOWNTOWN WEST,9/8/2015 12:58:26 PM,3/3/2017 1:40:06 PM,13505,-10383038.94,5618322.824
0027XX 14 AV S,3453932,MP 2015 338594,03,9/7/2015 5:00:00 PM,9/7/2015 3:30:00 PM,15:30:00,BIKETF,Bike Theft,07,9/7/2015 4:57:07 PM,18406,44.95283952,-93.25500518,-10381099.6902,5614100.0863,MIDTOWN PHILLIPS,9/8/2015 6:41:30 AM,3/3/2017 1:40:06 PM,13506,-10381099.6902,5614100.0863
0029XX 38 AV S,3453933,MP 2015 338498,03,9/7/2015 5:10:00 PM,9/7/2015 10:00:00 AM,10:00:00,BURGD,Burglary Of Dwelling,06,9/7/2015 5:07:17 PM,19379,44.94925837,-93.21783229,-10376961.6232,5613536.7894,COOPER,9/8/2015 10:34:10 AM,3/3/2017 1:40:06 PM,13507,-10376961.6232,5613536.7894
0022XX 31 AV S,3453936,MP 2015 338486,03,9/7/2015 5:20:00 PM,9/7/2015 11:50:00 AM,11:50:00,BURGD,Burglary Of Dwelling,06,9/7/2015 5:18:36 PM,17407,44.96008119,-93.22692855,-10377974.2149,5615239.2738,SEWARD,10/13/2015 11:36:54 AM,3/3/2017 1:40:06 PM,13508,-10377974.2149,5615239.2738
0025XX Lake ST E,3453940,MP 2015 338614,03,9/7/2015 5:47:00 PM,9/7/2015 3:50:00 PM,15:50:00,SHOPLF,Shoplifting,07,9/7/2015 5:46:57 PM,19097,44.94837171,-93.23514707,-10378889.0961,5613397.3273,LONGFELLOW,9/8/2015 11:03:23 AM,3/3/2017 1:40:06 PM,13509,-10378889.0961,5613397.3273
17 AV NE / Adams ST NE,3453943,MP 2015 338674,02,9/7/2015 6:00:00 PM,9/7/2015 5:24:00 PM,17:24:00,TFPER,Theft From Person,07,9/7/2015 6:03:07 PM,,45.00525,-93.25628,-10381241.54,5622347.279,LOGAN PARK,9/8/2015 2:19:11 PM,3/3/2017 1:40:06 PM,13510,-10381241.54,5622347.279
0005XX Cedar AV S,3453945,MP 2015 338562,01,9/7/2015 6:44:00 PM,9/6/2015 12:09:00 AM,00:09:00,TFMV,Theft From Motr Vehc,07,9/7/2015 6:43:12 PM,14908,44.96897465,-93.2472583,-10380237.3113,5616638.5011,CEDAR RIVERSIDE,9/8/2015 10:38:32 AM,3/3/2017 1:40:06 PM,13511,-10380237.3113,5616638.50110001
0027XX 40 AV S,3453952,MP 2015 338691,03,9/7/2015 7:15:00 PM,9/7/2015 5:47:00 PM,17:47:00,DASTR,Domestic Assault/Strangulation,05,9/7/2015 7:15:39 PM,11234,44.95287433,-93.21529062,-10376678.6864,5614105.5622,COOPER,9/7/2015 9:19:52 PM,3/3/2017 1:40:06 PM,13512,-10376678.6864,5614105.56220001
0007XX Broadway AV W,3453954,MP 2015 338714,04,9/7/2015 6:07:00 PM,9/7/2015 6:07:00 PM,18:07:00,THEFT,Other Theft,07,9/7/2015 7:26:10 PM,17562,44.99913768,-93.28875577,-10384856.7885,5621385.7319,NEAR - NORTH,9/8/2015 1:01:53 PM,3/3/2017 1:40:06 PM,13513,-10384856.7885,5621385.7319
0029XX Morgan AV N,3453962,MP 2015 338862,04,9/7/2015 8:28:00 PM,9/7/2015 7:45:00 PM,19:45:00,BURGD,Burglary Of Dwelling,06,9/7/2015 8:24:24 PM,22817,45.0105117,-93.30443249,-10386601.9138,5623176.4901,JORDAN,9/8/2015 6:40:54 AM,3/3/2017 1:40:06 PM,13514,-10386601.9138,5623176.4901
0010XX 14 AV SE,3453963,MP 2015 338753,02,9/7/2015 8:25:00 PM,9/4/2015 6:00:00 PM,18:00:00,BURGD,Burglary Of Dwelling,06,9/7/2015 8:25:00 PM,19552,44.98872555,-93.23203967,-10378543.1818,5619746.7295,COMO,9/8/2015 2:21:07 PM,3/3/2017 1:40:06 PM,13515,-10378543.1818,5619746.72950001
36 AV N / Lyndale AV N,3453964,MP 2015 338833,04,9/7/2015 8:31:00 PM,9/7/2015 7:21:00 PM,19:21:00,TFPER,Theft From Person,07,9/7/2015 8:27:19 PM,,45.0203,-93.28804,-10384776.94,5624718.212,MCKINLEY,9/8/2015 6:40:32 AM,3/3/2017 1:40:06 PM,13516,-10384776.94,5624718.21199999
0009XX Nicollet AV S,3453967,MP 2015 338848,01,9/7/2015 8:38:00 PM,9/7/2015 7:33:00 PM,19:33:00,THEFT,Other Theft,07,9/7/2015 8:38:06 PM,19563,44.97449942,-93.27431687,-10383249.4581,5617507.8346,DOWNTOWN WEST,9/8/2015 11:08:58 AM,3/3/2017 1:40:06 PM,13517,-10383249.4581,5617507.83460001
0021XX 2 ST NE,3453972,MP 2015 338905,02,9/7/2015 8:51:00 PM,9/7/2015 8:19:00 PM,20:19:00,AUTOTH,Motor Vehicle Theft,08,9/7/2015 8:51:27 PM,10920,45.00930468,-93.26616923,-10382342.4674,5622986.4362,BOTTINEAU,9/9/2015 9:22:33 AM,3/3/2017 1:40:06 PM,13518,-10382342.4674,5622986.43620001
0016XX 6 ST S,3453973,MP 2015 337050,01,9/7/2015 9:00:00 PM,9/6/2015 3:00:00 AM,03:00:00,ROBPAG,Robbery Per Agg,04,9/7/2015 8:56:30 PM,20031,44.96811948,-93.2484969,-10380375.1923,5616503.946,CEDAR RIVERSIDE,9/8/2015 7:06:50 AM,3/3/2017 1:40:06 PM,13519,-10380375.1923,5616503.94600001
15 AV S / Lake ST E,3453974,MP 2015 338727,03,9/7/2015 9:08:00 PM,9/7/2015 6:00:00 PM,18:00:00,TFPER,Theft From Person,07,9/7/2015 9:08:12 PM,,44.94837,-93.25378,-10380963.26,5613396.472,MIDTOWN PHILLIPS,9/8/2015 6:08:53 AM,3/3/2017 1:40:06 PM,13520,-10380963.26,5613396.47200001
University AV SE / 17 AV SE,3453979,MP 2015 995473,02,9/7/2015 9:28:12 PM,9/7/2015 8:00:00 PM,20:00:00,THEFT,Other Theft,07,9/7/2015 9:28:12 PM,,44.97786,-93.23242,-10378585.44,5618036.337,UNIVERSITY OF MINNESOTA,9/8/2015 3:35:23 PM,3/3/2017 1:40:06 PM,13521,-10378585.44,5618036.33699999
0009XX Washington AV N,3453986,MP 2015 338965,01,9/7/2015 10:25:00 PM,9/7/2015 9:05:00 PM,21:05:00,THEFT,Other Theft,07,9/7/2015 10:17:57 PM,17183,44.98998899,-93.28012126,-10383895.5993,5619945.5954,NORTH LOOP,9/8/2015 1:48:46 AM,3/3/2017 1:40:06 PM,13522,-10383895.5993,5619945.5954
0003XX Cedar Lake RD N,3453993,MP 2015 339104,04,9/7/2015 11:12:00 PM,9/7/2015 8:00:00 PM,20:00:00,AUTOTH,Motor Vehicle Theft,08,9/7/2015 11:11:55 PM,17099,44.97970806,-93.3001371,-10386123.7529,5618327.5018,HARRISON,9/8/2015 6:42:47 AM,3/3/2017 1:40:06 PM,13523,-10386123.7529,5618327.5018
0034XX 1 AV S,3454020,MP 2015 339226,05,9/8/2015 12:51:00 AM,9/8/2015 12:10:00 AM,00:10:00,BURGD,Burglary Of Dwelling,06,9/8/2015 12:49:28 AM,15410,44.94044624,-93.27663397,-10383507.3962,5612150.8329,LYNDALE,9/9/2015 7:19:37 AM,3/3/2017 1:40:06 PM,13524,-10383507.3962,5612150.8329
0033XX Washington AV N,3454021,MP 2015 339001,04,9/8/2015 12:55:00 AM,9/5/2015 6:00:00 PM,18:00:00,BURGB,Burglary Of Business,06,9/8/2015 12:53:28 AM,16463,45.01579226,-93.28188904,-10384092.3878,5624007.9974,MCKINLEY,1/8/2016 12:55:43 PM,3/3/2017 1:40:06 PM,13525,-10384092.3878,5624007.9974
0013XX Logan AV N,3454022,MP 2015 339265,04,9/8/2015 1:00:00 AM,9/7/2015 6:00:00 PM,18:00:00,THEFT,Other Theft,07,9/8/2015 1:01:37 AM,17261,44.99228528,-93.3032038,-10386465.1361,5620307.0436,WILLARD - HAY,9/8/2015 6:42:56 AM,3/3/2017 1:40:06 PM,13526,-10386465.1361,5620307.04360001
0033XX Hiawatha AV ,3454029,MP 2015 339267,03,9/8/2015 1:25:00 AM,9/8/2015 12:45:00 AM,00:45:00,TFMV,Theft From Motr Vehc,07,9/8/2015 1:24:59 AM,21434,44.94124892,-93.23342844,-10378697.779,5612277.0677,LONGFELLOW,9/8/2015 6:30:59 AM,3/3/2017 1:40:06 PM,13527,-10378697.779,5612277.0677
0007XX 17 ST E,3454030,MP 2015 339228,01,9/8/2015 1:33:00 AM,9/7/2015 9:00:00 PM,21:00:00,AUTOTH,Motor Vehicle Theft,08,9/8/2015 1:25:46 AM,17194,44.96627258,-93.26382634,-10382081.6581,5616213.3559,ELLIOT PARK,9/8/2015 10:38:43 AM,3/3/2017 1:40:06 PM,13528,-10382081.6581,5616213.3559
45 AV N / Camden AV N,3454031,MP 2015 339217,04,9/8/2015 12:20:00 AM,9/8/2015 12:07:00 AM,00:07:00,ROBPER,Robbery Of Person,04,9/8/2015 1:30:17 AM,,45.03672,-93.28883,-10384864.75,5627303.992,LIND - BOHANON,9/22/2015 10:26:11 AM,3/3/2017 1:40:06 PM,13529,-10384864.75,5627303.99199999
0019XX Minnehaha AV S,3454040,MP 2015 339268,03,9/8/2015 1:50:00 AM,9/8/2015 12:50:00 AM,00:50:00,CSCR,Crim Sex Cond-rape,03,9/8/2015 1:49:41 AM,16989,44.96305499,-93.2447022,-10379952.7683,5615707.1249,SEWARD,9/8/2015 4:43:45 AM,3/3/2017 1:40:06 PM,13530,-10379952.7683,5615707.12489999
0010XX Vincent AV N,3454053,MP 2015 338864,04,9/8/2015 2:51:00 AM,9/4/2015 7:00:00 AM,07:00:00,BURGD,Burglary Of Dwelling,06,9/8/2015 2:50:02 AM,15428,44.98842178,-93.31593322,-10387882.169,5619698.917,WILLARD - HAY,9/8/2015 6:41:29 AM,3/3/2017 1:40:06 PM,13531,-10387882.169,5619698.91700001
0026XX 15 AV S,3454072,MP 2015 338955,03,9/8/2015 3:23:00 AM,9/7/2015 8:58:00 PM,20:58:00,BURGD,Burglary Of Dwelling,06,9/8/2015 3:23:28 AM,16880,44.95463771,-93.25371857,-10380956.4653,5614382.9475,MIDTOWN PHILLIPS,10/9/2015 12:45:09 PM,3/3/2017 1:40:06 PM,13532,-10380956.4653,5614382.9475
0001XX 31 ST W,3454073,MP 2015 339356,05,9/8/2015 3:33:00 AM,9/8/2015 2:10:00 AM,02:10:00,BURGD,Burglary Of Dwelling,06,9/8/2015 3:32:55 AM,16849,44.94660031,-93.28053439,-10383941.5892,5613118.711,LYNDALE,9/21/2015 1:08:41 PM,3/3/2017 1:40:06 PM,13533,-10383941.5892,5613118.71100001
0040XX Queen AV N,3454074,MP 2015 339359,04,9/8/2015 4:06:00 AM,9/8/2015 2:50:00 AM,02:50:00,BURGD,Burglary Of Dwelling,06,9/8/2015 4:05:31 AM,10533,45.02860954,-93.30970896,-10387189.2874,5626026.5976,VICTORY,9/8/2015 6:37:01 AM,3/3/2017 1:40:06 PM,13534,-10387189.2874,5626026.5976
0042XX Thomas AV N,3454077,MP 2015 339344,04,9/8/2015 4:30:00 AM,9/8/2015 2:34:00 AM,02:34:00,BURGD,Burglary Of Dwelling,06,9/8/2015 4:28:21 AM,10500,45.03235654,-93.31361232,-10387623.8078,5626616.8006,VICTORY,12/15/2015 10:00:30 AM,3/3/2017 1:40:06 PM,13535,-10387623.8078,5626616.8006
0051XX 30 AV S,3454079,MP 2015 339397,03,9/8/2015 5:22:00 AM,9/6/2015 8:30:00 PM,20:30:00,BURGD,Burglary Of Dwelling,06,9/8/2015 5:21:16 AM,12933,44.90987818,-93.2297125,-10378284.1218,5607344.79,KEEWAYDIN,9/14/2015 9:30:20 AM,3/3/2017 1:40:06 PM,13536,-10378284.1218,5607344.79000001
0025XX Ogema PL ,3454080,MP 2015 339410,03,9/8/2015 6:23:00 AM,9/8/2015 5:50:00 AM,05:50:00,ASLT2,Asslt W/dngrs Weapon,05,9/8/2015 6:22:32 AM,21424,44.9572173,-93.24485196,-10379969.4397,5614788.738,EAST PHILLIPS,9/8/2015 9:50:33 AM,3/3/2017 1:40:06 PM,13537,-10379969.4397,5614788.738
0033XX Park AV S,3454087,MP 2015 995472,03,9/8/2015 7:33:36 AM,8/31/2015 10:40:00 PM,22:40:00,TFMV,Theft From Motr Vehc,07,9/8/2015 7:33:36 AM,21975,44.94228025,-93.26513437,-10382227.2664,5612439.2646,CENTRAL,9/9/2015 8:57:56 PM,3/3/2017 1:40:06 PM,13538,-10382227.2664,5612439.26460001
0028XX James AV S,3454091,MP 2015 339413,05,9/8/2015 8:00:00 AM,9/7/2015 1:00:00 PM,13:00:00,AUTOTH,Motor Vehicle Theft,08,9/8/2015 7:53:51 AM,18368,44.94963038,-93.30335511,-10386481.9803,5613595.3032,EAST ISLES,9/9/2015 7:19:45 AM,3/3/2017 1:40:06 PM,13539,-10386481.9803,5613595.3032
0030XX Oliver AV N,3454094,MP 2015 335284,04,9/4/2015 11:55:00 PM,9/4/2015 9:46:00 PM,21:46:00,ARSON,Arson,10,9/8/2015 7:57:34 AM,19827,45.01233173,-93.30696956,-10386884.3386,5623463.0737,JORDAN,9/9/2015 7:49:02 PM,3/3/2017 1:40:06 PM,13540,-10386884.3386,5623463.07370001
0024XX Elliot AV S,3454112,MP 2015 339446,03,9/8/2015 8:35:00 AM,9/7/2015 9:45:00 PM,21:45:00,AUTOTH,Motor Vehicle Theft,08,9/8/2015 8:34:12 AM,16426,44.95822357,-93.2612999,-10381800.4159,5614947.0387,MIDTOWN PHILLIPS,9/9/2015 6:54:26 AM,3/3/2017 1:40:06 PM,13541,-10381800.4159,5614947.0387
0030XX California ST NE,3454139,MP 2015 339470,02,9/8/2015 9:00:00 AM,9/8/2015 7:25:00 AM,07:25:00,BURGD,Burglary Of Dwelling,06,9/8/2015 8:59:01 AM,13949,45.0231448,-93.26908868,-10382667.4589,5625165.8972,MARSHALL TERRACE,9/8/2015 11:13:37 AM,3/3/2017 1:40:06 PM,13542,-10382667.4589,5625165.8972
0044XX Pleasant AV S,3454154,MP 2015 339458,05,9/8/2015 9:10:00 AM,9/7/2015 9:00:00 PM,21:00:00,AUTOTH,Motor Vehicle Theft,08,9/8/2015 9:08:32 AM,12606,44.9223161,-93.28313515,-10384231.1045,5609300.0259,KING FIELD,10/1/2015 9:51:56 AM,3/3/2017 1:40:06 PM,13543,-10384231.1045,5609300.02590001
0027XX Grand AV S,3454155,MP 2015 339441,05,9/8/2015 9:11:00 AM,9/7/2015 10:00:00 PM,22:00:00,BURGD,Burglary Of Dwelling,06,9/8/2015 9:12:31 AM,18386,44.95284655,-93.28425027,-10384355.2391,5614101.1927,WHITTIER,10/22/2015 1:52:07 PM,3/3/2017 1:40:06 PM,13544,-10384355.2391,5614101.19269999
0021XX Bryant AV N,3454156,MP 2015 339504,04,9/8/2015 9:20:00 AM,9/8/2015 4:00:00 AM,04:00:00,THEFT,Other Theft,07,9/8/2015 9:16:34 AM,15958,45.00086748,-93.29105356,-10385112.5784,5621658.0542,HAWTHORNE,9/13/2015 1:20:35 PM,3/3/2017 1:40:06 PM,13545,-10385112.5784,5621658.0542
0009XX Nicollet Mall  ,3454168,MP 2015 331756,01,9/8/2015 9:30:00 AM,9/2/2015 2:05:00 PM,14:05:00,SHOPLF,Shoplifting,07,9/8/2015 9:30:00 AM,19563,44.97449942,-93.27431687,-10383249.4581,5617507.8346,DOWNTOWN WEST,9/8/2015 1:07:19 PM,3/3/2017 1:40:06 PM,13546,-10383249.4581,5617507.83460001
0007XX Lowry AV NE,3454199,MP 2015 339532,02,9/8/2015 10:00:00 AM,9/5/2015 5:00:00 PM,17:00:00,THEFT,Other Theft,07,9/8/2015 10:32:25 AM,11306,45.01316173,-93.2516688,-10380728.2869,5623593.7687,HOLLAND,9/8/2015 3:31:32 PM,3/3/2017 1:40:06 PM,13547,-10380728.2869,5623593.76870001
0036XX Clinton AV S,3454210,MP 2015 339554,03,9/8/2015 10:16:00 AM,9/8/2015 10:10:00 AM,10:10:00,BURGD,Burglary Of Dwelling,06,9/8/2015 10:39:16 AM,12377,44.93685437,-93.27145801,-10382931.2117,5611585.9709,CENTRAL,10/2/2015 1:10:56 PM,3/3/2017 1:40:06 PM,13548,-10382931.2117,5611585.9709
0033XX 16 AV S,3454214,MP 2015 339563,03,9/8/2015 10:45:00 AM,9/7/2015 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,9/8/2015 10:44:47 AM,11597,44.94213847,-93.25118549,-10380674.4847,5612416.9673,POWDERHORN PARK,9/9/2015 6:57:50 AM,3/3/2017 1:40:06 PM,13549,-10380674.4847,5612416.9673
0035XX Irving AV N,3454226,MP 2015 995471,04,9/8/2015 10:55:03 AM,9/7/2015 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,9/8/2015 10:55:03 AM,10419,45.01949491,-93.29937346,-10386038.7446,5624591.0824,FOLWELL,9/9/2015 1:42:36 AM,3/3/2017 1:40:06 PM,13550,-10386038.7446,5624591.08240001
0021XX Harriet AV S,3454241,MP 2015 339531,05,9/8/2015 11:11:00 AM,9/7/2015 7:00:00 PM,19:00:00,AUTOTH,Motor Vehicle Theft,08,9/8/2015 11:14:33 AM,16108,44.96180224,-93.28546009,-10384489.9158,5615510.0331,WHITTIER,9/9/2015 7:20:36 AM,3/3/2017 1:40:06 PM,13551,-10384489.9158,5615510.03310001
0003XX Nicollet AV S,3454243,MP 2015 339536,01,9/8/2015 11:17:00 AM,9/6/2015 2:00:00 AM,02:00:00,THEFT,Other Theft,07,9/8/2015 11:16:16 AM,21735,44.98028091,-93.26939311,-10382701.3474,5618417.6532,DOWNTOWN WEST,9/8/2015 1:43:03 PM,3/3/2017 1:40:06 PM,13552,-10382701.3474,5618417.6532
0018XX Park AV S,3454267,MP 2015 995470,03,9/8/2015 11:24:15 AM,9/6/2015 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,9/8/2015 11:24:15 AM,20570,44.96458275,-93.26510944,-10382224.4919,5615947.4868,VENTURA VILLAGE,9/9/2015 9:15:07 AM,3/3/2017 1:40:06 PM,13553,-10382224.4919,5615947.4868
0011XX 5 ST SE,3454270,MP 2015 995469,02,9/8/2015 11:24:48 AM,8/31/2015 9:00:00 AM,09:00:00,BIKETF,Bike Theft,07,9/8/2015 11:24:48 AM,20425,44.98285766,-93.23846807,-10379258.7875,5618823.1788,MARCY HOLMES,9/8/2015 3:34:53 PM,3/3/2017 1:40:06 PM,13554,-10379258.7875,5618823.1788
0036XX Fremont AV N,3454275,MP 2015 339593,04,9/8/2015 12:00:00 PM,9/4/2015 7:00:00 PM,19:00:00,BURGD,Burglary Of Dwelling,06,9/8/2015 11:25:57 AM,10022,45.02126793,-93.2956041,-10385619.1418,5624870.3088,FOLWELL,9/9/2015 7:09:28 AM,3/3/2017 1:40:06 PM,13555,-10385619.1418,5624870.3088
0035XX 4 ST N,3454302,MP 2015 995468,04,9/8/2015 11:35:19 AM,9/8/2015 12:00:00 AM,00:00:00,THEFT,Other Theft,07,9/8/2015 11:35:19 AM,18264,45.01939931,-93.28498382,-10384436.8978,5624576.027,MCKINLEY,9/9/2015 7:15:14 AM,3/3/2017 1:40:06 PM,13556,-10384436.8978,5624576.02700001
0010XX Marquette AV S,3454315,MP 2015 339565,01,9/8/2015 11:43:00 AM,9/3/2015 11:20:00 PM,23:20:00,ROBPER,Robbery Of Person,04,9/8/2015 11:41:16 AM,17096,44.972894,-93.27369104,-10383179.7907,5617255.2102,DOWNTOWN WEST,9/9/2015 6:53:58 AM,3/3/2017 1:40:06 PM,13557,-10383179.7907,5617255.21019999
0012XX Lake ST E,3454349,MP 2015 339581,03,9/8/2015 12:20:00 PM,9/3/2015 1:30:00 PM,13:30:00,THEFT,Other Theft,07,9/8/2015 12:20:00 PM,20181,44.94836326,-93.2569536,-10381316.5876,5613395.9978,POWDERHORN PARK,9/9/2015 6:58:44 AM,3/3/2017 1:40:06 PM,13558,-10381316.5876,5613395.99780001
0009XX Broadway AV W,3454358,MP 2015 339678,04,9/8/2015 12:44:00 PM,9/8/2015 12:21:00 PM,12:21:00,AUTOTH,Motor Vehicle Theft,08,9/8/2015 12:39:37 PM,15960,44.99914804,-93.29181556,-10385197.4033,5621387.3639,NEAR - NORTH,9/9/2015 7:10:04 AM,3/3/2017 1:40:06 PM,13559,-10385197.4033,5621387.36390001
0035XX 1 AV S,3454364,MP 2015 339600,05,9/8/2015 12:48:00 PM,9/8/2015 8:32:00 AM,08:32:00,ROBBIZ,Robbery Of Business,04,9/8/2015 12:47:11 PM,15409,44.93863909,-93.27663241,-10383507.2229,5611866.6334,LYNDALE,9/16/2015 12:16:37 PM,3/3/2017 1:40:06 PM,13560,-10383507.2229,5611866.6334
0024XX 12 AV N,3454402,MP 2015 339719,04,9/8/2015 1:15:00 PM,9/4/2015 7:00:00 PM,19:00:00,THEFT,Other Theft,07,9/8/2015 1:14:15 PM,20305,44.98977905,-93.31142531,-10387380.3512,5619912.5498,WILLARD - HAY,9/9/2015 7:11:05 AM,3/3/2017 1:40:06 PM,13561,-10387380.3512,5619912.5498
0029XX Chicago AV S,3454404,MP 2015 995467,03,9/8/2015 1:16:00 PM,12/2/2014 12:00:00 AM,00:00:00,THEFT,Other Theft,07,9/8/2015 1:16:00 PM,25867,44.9488397,-93.26267192,-10381953.1487,5613470.936,MIDTOWN PHILLIPS,3/14/2016 2:50:54 PM,3/3/2017 1:40:06 PM,13562,-10381953.1487,5613470.936
00005X Colfax AV N,3454411,MP 2015 339680,04,9/8/2015 1:00:00 PM,9/3/2015 3:00:00 PM,15:00:00,TFMV,Theft From Motr Vehc,07,9/8/2015 1:20:26 PM,17018,44.97801709,-93.29162598,-10385176.2999,5618061.3908,HARRISON,9/9/2015 7:10:39 AM,3/3/2017 1:40:06 PM,13563,-10385176.2999,5618061.3908
0048XX 35 AV S,3454419,MP 2015 995466,03,9/8/2015 1:32:11 PM,9/6/2015 10:00:00 PM,22:00:00,THEFT,Other Theft,07,9/8/2015 1:32:11 PM,13291,44.91524697,-93.22152763,-10377372.9867,5608188.7094,MINNEHAHA,9/9/2015 6:51:29 AM,3/3/2017 1:40:06 PM,13564,-10377372.9867,5608188.7094
18 ST E / Elliot AV S,3454420,MP 2015 339759,03,9/8/2015 1:30:00 PM,9/4/2015 9:00:00 PM,21:00:00,AUTOTH,Motor Vehicle Theft,08,9/8/2015 1:33:07 PM,,44.96515,-93.26105,-10381772.99,5616037.318,VENTURA VILLAGE,9/9/2015 6:59:45 AM,3/3/2017 1:40:06 PM,13565,-10381772.99,5616037.318
27 ST E / 30 AV S,3454431,MP 2015 339657,03,9/8/2015 1:45:00 PM,9/5/2015 7:00:00 AM,07:00:00,THEFT,Other Theft,07,9/8/2015 1:44:02 PM,,44.95378,-93.22835,-10378132.79,5614247.524,SEWARD,9/8/2015 5:04:18 PM,3/3/2017 1:40:06 PM,13566,-10378132.79,5614247.52400001
0031XX Thomas AV N,3454432,MP 2015 339706,04,9/8/2015 1:45:00 PM,9/8/2015 12:43:00 PM,12:43:00,DASTR,Domestic Assault/Strangulation,05,9/8/2015 1:45:36 PM,20438,45.01235135,-93.31335182,-10387594.8089,5623466.1625,JORDAN,9/9/2015 8:49:28 AM,3/3/2017 1:40:06 PM,13567,-10387594.8089,5623466.16250001
0040XX Penn AV N,3454447,MP 2015 339753,04,9/8/2015 1:55:00 PM,9/7/2015 9:00:00 PM,21:00:00,BURGD,Burglary Of Dwelling,06,9/8/2015 2:05:53 PM,10494,45.02861109,-93.30842295,-10387046.1295,5626026.8421,VICTORY,9/9/2015 7:56:23 AM,3/3/2017 1:40:06 PM,13568,-10387046.1295,5626026.84210001
0001XX Washington AV S,3454449,MP 2015 995465,01,9/8/2015 2:09:35 PM,9/7/2015 12:00:00 AM,00:00:00,BIKETF,Bike Theft,07,9/8/2015 2:09:35 PM,15469,44.98081359,-93.26615711,-10382341.1174,5618501.4845,DOWNTOWN WEST,9/9/2015 8:41:18 AM,3/3/2017 1:40:06 PM,13569,-10382341.1174,5618501.4845
NICOLLET MALL   / 12 ST S,3454462,MP 2015 995464,01,9/8/2015 2:24:40 PM,9/3/2015 11:00:00 PM,23:00:00,THEFT,Other Theft,07,9/8/2015 2:24:40 PM,,44.97205,-93.27639,-10383480.51,5617122.834,LORING PARK,9/9/2015 8:40:57 AM,3/3/2017 1:40:06 PM,13570,-10383480.51,5617122.834
6 ST S / Cedar AV S,3454478,MP 2015 995462,01,9/8/2015 2:43:30 PM,8/29/2015 8:30:00 PM,20:30:00,TFMV,Theft From Motr Vehc,07,9/8/2015 2:43:30 PM,,44.96773,-93.24727,-10380238.21,5616443.405,CEDAR RIVERSIDE,9/9/2015 8:40:47 AM,3/3/2017 1:40:06 PM,13571,-10380238.21,5616443.405
0025XX Dupont AV S,3454487,MP 2015 339783,05,9/8/2015 3:00:00 PM,8/20/2015 12:00:00 PM,12:00:00,BURGD,Burglary Of Dwelling,06,9/8/2015 3:03:16 PM,17937,44.95643709,-93.29313277,-10385344.0344,5614666.0034,LOWRY HILL EAST,9/9/2015 7:33:37 AM,3/3/2017 1:40:06 PM,13572,-10385344.0344,5614666.00339999
0035XX Upton AV N,3454489,MP 2015 339842,04,9/8/2015 2:50:00 PM,9/8/2015 10:00:00 AM,10:00:00,BURGD,Burglary Of Dwelling,06,9/8/2015 3:07:29 PM,10493,45.0195682,-93.31462313,-10387736.3301,5624602.6248,CLEVELAND,9/8/2015 4:43:32 PM,3/3/2017 1:40:06 PM,13573,-10387736.3301,5624602.62479999
