PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID,x2,y2
0009XX 22 AV NE,3748962,MP 2018 094069,02,3/24/2018 8:54:00 PM,3/23/2018 12:00:00 AM,00:00:00,BURGD,Burglary Of Dwelling,06,3/24/2018 8:53:29 PM,20422,45.00989001,-93.24647448,-10380150.0578,5623078.5999,WINDOM PARK,3/24/2018 10:17:01 PM,3/25/2018 8:00:34 PM,1350,-10380150.0578,5623078.5999
0022XX Hennepin AV S,3748964,MP 2018 094078,05,3/24/2018 9:10:00 PM,3/24/2018 7:55:00 PM,19:55:00,THFTSW,Theft By Swindle,07,3/24/2018 9:09:59 PM,21966,44.96051827,-93.29302864,-10385332.4424,5615308.0361,EAST ISLES,3/24/2018 10:43:27 PM,3/25/2018 8:00:34 PM,1351,-10385332.4424,5615308.0361
0009XX Lake ST E,3748976,MP 2018 094064,03,3/24/2018 8:47:00 PM,3/24/2018 4:45:00 PM,16:45:00,THEFT,Other Theft,07,3/24/2018 10:46:54 PM,19104,44.94836007,-93.26076768,-10381741.1686,5613395.4966,MIDTOWN PHILLIPS,3/26/2018 2:39:56 AM,3/26/2018 8:00:32 PM,1352,-10381741.1686,5613395.4966
0007XX Broadway AV W,3748981,MP 2018 094027,04,3/24/2018 11:08:00 PM,3/24/2018 7:09:00 PM,19:09:00,SHOPLF,Shoplifting,07,3/24/2018 11:08:05 PM,17562,44.99913768,-93.28875577,-10384856.7885,5621385.7319,NEAR - NORTH,3/25/2018 9:32:09 AM,3/25/2018 8:00:34 PM,1353,-10384856.7885,5621385.7319
0021XX Lake ST E,3748983,MP 2018 093946,03,3/24/2018 11:38:00 PM,3/24/2018 2:25:00 PM,14:25:00,THEFT,Other Theft,07,3/24/2018 11:37:20 PM,21927,44.94837153,-93.2413201,-10379576.2746,5613397.2984,CORCORAN,3/25/2018 4:29:38 PM,3/25/2018 8:00:34 PM,1354,-10379576.2746,5613397.2984
0013XX 22 ST E,3748984,MP 2018 094231,03,3/24/2018 11:48:00 PM,3/24/2018 10:08:00 PM,22:08:00,DASLT2,2nd Deg Domes Aslt,05,3/24/2018 11:47:44 PM,17791,44.96093146,-93.25549908,-10381154.6709,5615373.0402,VENTURA VILLAGE,3/25/2018 7:22:26 AM,3/25/2018 8:00:34 PM,1355,-10381154.6709,5615373.0402
0008XX Marquette AV S,3748986,MP 2018 094281,01,3/25/2018 12:04:00 AM,3/24/2018 8:00:00 PM,20:00:00,TFPER,Theft From Person,07,3/25/2018 12:00:19 AM,17244,44.97486982,-93.27210446,-10383003.1735,5617566.1208,DOWNTOWN WEST,3/25/2018 3:02:47 AM,3/25/2018 8:00:34 PM,1356,-10383003.1735,5617566.1208
0031XX Minnehaha AV S,3748987,MP 2018 094353,03,3/25/2018 12:06:00 AM,3/24/2018 8:30:00 PM,20:30:00,AUTOTH,Motor Vehicle Theft,08,3/25/2018 12:05:39 AM,25951,44.94702446,-93.23327765,-10378680.9934,5613185.4239,LONGFELLOW,3/25/2018 4:15:04 PM,3/25/2018 8:00:34 PM,1357,-10378680.9934,5613185.4239
0024XX Ogema PL ,3748996,MP 2018 094391,03,3/25/2018 1:10:00 AM,3/25/2018 12:05:00 AM,00:05:00,MURDR,Murder (general),01,3/25/2018 1:10:12 AM,21424,44.9572173,-93.24485196,-10379969.4397,5614788.738,EAST PHILLIPS,3/25/2018 7:39:52 AM,3/25/2018 8:00:34 PM,1358,-10379969.4397,5614788.738
0016XX Broadway AV W,3749000,MP 2018 094222,04,3/25/2018 1:34:00 AM,3/24/2018 9:59:00 PM,21:59:00,ASLT2,Asslt W/dngrs Weapon,05,3/25/2018 1:34:05 AM,14794,44.99953522,-93.3006112,-10386176.53,5621448.3164,JORDAN,3/25/2018 6:45:11 PM,3/25/2018 8:00:34 PM,1359,-10386176.53,5621448.3164
0018XX Dupont AV N,3749002,MP 2018 094130,04,3/25/2018 1:45:00 AM,3/24/2018 8:38:00 PM,20:38:00,ASLT2,Asslt W/dngrs Weapon,05,3/25/2018 1:43:28 AM,16118,44.99827888,-93.29258419,-10385282.9667,5621250.5348,NEAR - NORTH,3/25/2018 6:36:44 PM,3/25/2018 8:00:34 PM,1360,-10385282.9667,5621250.5348
0016XX 25 AV N,3749005,MP 2018 094076,04,3/25/2018 2:06:00 AM,3/24/2018 7:54:00 PM,19:54:00,THEFT,Other Theft,07,3/25/2018 2:05:48 AM,16128,45.00504655,-93.3021373,-10386346.4146,5622315.997,JORDAN,3/25/2018 6:42:01 PM,3/25/2018 8:00:34 PM,1361,-10386346.4146,5622315.997
0013XX Irving AV N,3749006,MP 2018 094410,04,3/25/2018 2:10:00 AM,3/25/2018 12:30:00 AM,00:30:00,DASLT2,2nd Deg Domes Aslt,05,3/25/2018 2:07:02 AM,22164,44.99228172,-93.29944245,-10386046.4245,5620306.4834,NEAR - NORTH,3/25/2018 5:08:18 AM,3/25/2018 8:00:34 PM,1362,-10386046.4245,5620306.4834
0001XX 5 ST N,3749009,MP 2018 094436,01,3/25/2018 2:44:00 AM,3/25/2018 1:00:00 AM,01:00:00,THEFT,Other Theft,07,3/25/2018 2:44:03 AM,17874,44.98078144,-93.27429567,-10383247.0982,5618496.4248,DOWNTOWN WEST,3/26/2018 6:24:24 AM,3/26/2018 8:00:32 PM,1363,-10383247.0982,5618496.4248
0004XX 7 ST S,3749015,MP 2018 094543,01,3/25/2018 3:43:00 AM,3/25/2018 12:05:00 AM,00:05:00,ASLT2,Asslt W/dngrs Weapon,05,3/25/2018 3:38:25 AM,21739,44.97429494,-93.26611248,-10382336.1496,5617475.6576,DOWNTOWN WEST,3/26/2018 5:47:46 AM,3/26/2018 8:00:32 PM,1364,-10382336.1496,5617475.6576
0014XX Broadway AV W,3749027,MP 2018 094562,04,3/25/2018 4:35:00 AM,3/24/2018 4:22:00 AM,04:22:00,THEFT,Other Theft,07,3/25/2018 4:56:40 AM,19613,44.99927161,-93.29814568,-10385902.069,5621406.8173,NEAR - NORTH,3/25/2018 6:47:46 PM,3/25/2018 8:00:34 PM,1365,-10385902.069,5621406.8173
0006XX 5 ST N,3749029,MP 2018 094564,01,3/25/2018 5:00:00 AM,3/25/2018 4:15:00 AM,04:15:00,THEFT,Other Theft,07,3/25/2018 5:00:08 AM,16909,44.98504707,-93.28019274,-10383903.5564,5619167.7605,NORTH LOOP,3/26/2018 6:25:21 AM,3/26/2018 8:00:32 PM,1366,-10383903.5564,5619167.7605
1 AV N / 6 ST N,3749030,MP 2018 094219,01,3/25/2018 5:17:00 AM,3/24/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,3/25/2018 5:15:56 AM,,44.9796,-93.27483,-10383306.16,5618310.103,DOWNTOWN WEST,3/26/2018 6:23:21 AM,3/26/2018 8:00:32 PM,1367,-10383306.16,5618310.103
0033XX Nicollet AV S,3749031,MP 2018 094553,05,3/25/2018 5:22:00 AM,3/25/2018 3:54:00 AM,03:54:00,ASLT3,Aslt-sgnfcnt Bdly Hm,05,3/25/2018 5:22:26 AM,19311,44.94213575,-93.2779189,-10383650.4341,5612416.5395,LYNDALE,3/25/2018 9:24:05 AM,3/25/2018 8:00:34 PM,1368,-10383650.4341,5612416.5395
0008XX Lake ST W,3749062,MP 2018 094594,05,3/25/2018 7:43:00 AM,3/25/2018 6:56:00 AM,06:56:00,SHOPLF,Shoplifting,07,3/25/2018 7:43:28 AM,16079,44.9483642,-93.29001302,-10384996.7456,5613396.1462,CARAG,3/25/2018 2:43:38 PM,3/25/2018 8:00:34 PM,1369,-10384996.7456,5613396.1462
0025XX University AV NE,3749072,MP 2018 998505,02,3/25/2018 9:20:08 AM,3/24/2018 6:30:00 PM,18:30:00,TFMV,Theft From Motr Vehc,07,3/25/2018 9:20:08 AM,14498,45.01407296,-93.26313618,-10382004.8298,5623737.2583,HOLLAND,3/25/2018 9:20:23 AM,3/25/2018 8:00:34 PM,1370,-10382004.8298,5623737.2583
0025XX University AV NE,3749073,MP 2018 998504,02,3/25/2018 9:41:48 AM,3/24/2018 6:30:00 PM,18:30:00,TFMV,Theft From Motr Vehc,07,3/25/2018 9:41:48 AM,14498,45.01407296,-93.26313618,-10382004.8298,5623737.2583,MARSHALL TERRACE,3/25/2018 9:41:52 AM,3/25/2018 8:00:34 PM,1371,-10382004.8298,5623737.2583
0005XX 1 AV N,3749076,MP 2018 998503,01,3/25/2018 10:45:18 AM,3/24/2018 11:30:00 PM,23:30:00,THEFT,Other Theft,07,3/25/2018 10:45:18 AM,17104,44.97998625,-93.27428374,-10383245.7696,5618371.2806,DOWNTOWN WEST,3/25/2018 10:45:25 AM,3/25/2018 8:00:34 PM,1372,-10383245.7696,5618371.2806
0006XX 10 AV SE,3749082,MP 2018 094674,02,3/25/2018 12:00:00 PM,3/25/2018 2:00:00 AM,02:00:00,BURGD,Burglary Of Dwelling,06,3/25/2018 11:22:20 AM,17728,44.9851579,-93.23936827,-10379358.9972,5619185.2043,MARCY HOLMES,3/25/2018 12:53:21 PM,3/25/2018 8:00:34 PM,1373,-10379358.9972,5619185.2043
0029XX Girard AV S,3749083,MP 2018 998502,05,3/25/2018 11:38:45 AM,3/25/2018 12:30:00 AM,00:30:00,THEFT,Other Theft,07,3/25/2018 11:38:45 AM,17661,44.94881208,-93.29700406,-10385774.9841,5613466.5924,LOWRY HILL EAST,3/25/2018 11:38:49 AM,3/25/2018 8:00:34 PM,1374,-10385774.9841,5613466.5924
0027XX Colfax AV N,3749084,MP 2018 094678,04,3/25/2018 11:45:00 AM,3/25/2018 8:00:00 AM,08:00:00,BURGD,Burglary Of Dwelling,06,3/25/2018 11:44:57 AM,19849,45.00863184,-93.29178548,-10385194.0545,5622880.4946,HAWTHORNE,3/25/2018 1:06:01 PM,3/25/2018 8:00:34 PM,1375,-10385194.0545,5622880.4946
0021XX Lake ST E,3749094,MP 2018 998501,03,3/25/2018 1:28:37 PM,3/24/2018 2:00:00 PM,14:00:00,THEFT,Other Theft,07,3/25/2018 1:28:37 PM,21927,44.94837153,-93.2413201,-10379576.2746,5613397.2984,EAST PHILLIPS,3/25/2018 4:30:57 PM,3/25/2018 8:00:34 PM,1376,-10379576.2746,5613397.2984
0027XX Lyndale AV N,3749098,MP 2018 094759,04,3/25/2018 2:20:00 PM,3/25/2018 8:00:00 AM,08:00:00,AUTOTH,Motor Vehicle Theft,08,3/25/2018 2:20:10 PM,10581,45.00861324,-93.28799802,-10384772.4362,5622877.5668,HAWTHORNE,3/25/2018 6:48:54 PM,3/25/2018 8:00:34 PM,1377,-10384772.4362,5622877.5668
0026XX 27 AV S,3749100,MP 2018 094810,03,3/25/2018 2:25:00 PM,3/24/2018 7:45:00 PM,19:45:00,THEFT,Other Theft,07,3/25/2018 2:25:47 PM,18340,44.95469561,-93.23309846,-10378661.046,5614392.0544,SEWARD,3/25/2018 4:14:24 PM,3/25/2018 8:00:34 PM,1378,-10378661.046,5614392.0544
0032XX OAKLAND AV ,3749103,MP 2018 998498,03,3/25/2018 2:53:04 PM,3/19/2018 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/25/2018 2:53:04 PM,11906,44.94408565,-93.26642592,-10382371.0415,5612723.2074,CENTRAL,3/25/2018 4:13:55 PM,3/25/2018 8:00:34 PM,1379,-10382371.0415,5612723.2074
0004XX HENNEPIN AV ,3749106,MP 2018 998497,01,3/25/2018 3:10:08 PM,3/25/2018 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/25/2018 3:10:08 PM,16700,44.9800647,-93.27188308,-10382978.5303,5618383.6275,DOWNTOWN WEST,3/25/2018 3:10:13 PM,3/25/2018 8:00:34 PM,1380,-10382978.5303,5618383.6275
0005XX 8 ST SE,3749108,MP 2018 998496,02,3/25/2018 3:19:38 PM,3/24/2018 11:15:00 PM,23:15:00,TFMV,Theft From Motr Vehc,07,3/25/2018 3:19:38 PM,14842,44.9891175,-93.24446354,-10379926.2007,5619808.4214,MARCY HOLMES,3/25/2018 3:19:39 PM,3/25/2018 8:00:34 PM,1381,-10379926.2007,5619808.4214
00001X Lake ST W,3749109,MP 2018 094805,05,3/25/2018 3:29:00 PM,3/25/2018 2:10:00 PM,14:10:00,THEFT,Other Theft,07,3/25/2018 3:28:26 PM,21928,44.94834704,-93.27880784,-10383749.3904,5613393.4476,WHITTIER,3/25/2018 7:48:31 PM,3/25/2018 8:00:34 PM,1382,-10383749.3904,5613393.4476
0028XX 26 AV S,3749111,MP 2018 094836,03,3/25/2018 3:48:00 PM,3/25/2018 2:30:00 PM,14:30:00,SHOPLF,Shoplifting,07,3/25/2018 3:48:30 PM,19096,44.95108135,-93.2347243,-10378842.0334,5613823.5304,LONGFELLOW,3/25/2018 8:44:42 PM,3/26/2018 8:00:32 PM,1383,-10378842.0334,5613823.5304
00001X Lake ST W,3749113,MP 2018 094824,05,3/25/2018 3:59:00 PM,3/25/2018 2:45:00 PM,14:45:00,THEFT,Other Theft,07,3/25/2018 3:58:54 PM,21928,44.94834704,-93.27880784,-10383749.3904,5613393.4476,WHITTIER,3/25/2018 7:48:24 PM,3/25/2018 8:00:34 PM,1384,-10383749.3904,5613393.4476
0007XX Washington ST NE,3749116,MP 2018 094800,02,3/25/2018 4:15:00 PM,3/25/2018 2:00:00 PM,14:00:00,ASLT2,Asslt W/dngrs Weapon,05,3/25/2018 4:07:27 PM,20751,44.99767186,-93.25752571,-10381380.2752,5621154.9749,ST. ANTHONY EAST,3/25/2018 10:26:17 PM,3/26/2018 8:00:32 PM,1385,-10381380.2752,5621154.9749
0034XX Lyndale AV N,3749122,MP 2018 094906,04,3/25/2018 5:12:00 PM,3/25/2018 4:30:00 PM,16:30:00,ROBPER,Robbery Of Person,04,3/25/2018 5:12:14 PM,10402,45.01759788,-93.2880285,-10384775.8292,5624292.3377,MCKINLEY,3/26/2018 3:40:07 PM,3/26/2018 8:00:32 PM,1386,-10384775.8292,5624292.3377
0004XX 7 ST SE,3749123,MP 2018 998495,02,3/25/2018 5:23:46 PM,3/24/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,3/25/2018 5:23:46 PM,21618,44.98873854,-93.24674876,-10380180.5899,5619748.7742,MARCY HOLMES,3/25/2018 5:23:53 PM,3/25/2018 8:00:34 PM,1387,-10380180.5899,5619748.7742
0002XX PARK AV ,3749131,MP 2018 998493,01,3/25/2018 6:31:02 PM,3/1/2018 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/25/2018 6:31:02 PM,15567,44.97718506,-93.25905282,-10381550.2719,5617930.4549,DOWNTOWN EAST,3/25/2018 6:31:08 PM,3/25/2018 8:00:34 PM,1388,-10381550.2719,5617930.4549
0006XX Lowry AV N,3749144,MP 2018 095014,04,3/25/2018 7:17:00 PM,3/25/2018 6:48:00 PM,18:48:00,DASTR,Domestic Assault/Strangulation,05,3/25/2018 8:26:29 PM,25904,45.0129579,-93.28721804,-10384685.6093,5623561.6723,HAWTHORNE,3/26/2018 1:01:37 AM,3/26/2018 8:00:32 PM,1389,-10384685.6093,5623561.6723
0014XX 21 AV N,3749147,MP 2018 095040,04,3/25/2018 8:42:00 PM,3/25/2018 7:15:00 PM,19:15:00,ROBPER,Robbery Of Person,04,3/25/2018 8:42:00 PM,20295,45.00026645,-93.29799202,-10385884.9638,5621563.4335,JORDAN,3/26/2018 4:03:15 AM,3/26/2018 8:00:32 PM,1390,-10385884.9638,5621563.4335
0004XX Marquette AV S,3749148,MP 2018 095085,01,3/25/2018 8:55:00 PM,3/25/2018 8:05:00 PM,20:05:00,TFPER,Theft From Person,07,3/25/2018 8:54:27 PM,17246,44.97871306,-93.26886327,-10382642.366,5618170.9151,DOWNTOWN WEST,3/26/2018 1:03:22 AM,3/26/2018 8:00:32 PM,1391,-10382642.366,5618170.9151
00001X Lake ST W,3749153,MP 2018 095012,05,3/25/2018 9:26:00 PM,3/25/2018 6:49:00 PM,18:49:00,SHOPLF,Shoplifting,07,3/25/2018 9:26:03 PM,21928,44.94834704,-93.27880784,-10383749.3904,5613393.4476,WHITTIER,3/26/2018 9:05:14 AM,3/26/2018 8:00:32 PM,1392,-10383749.3904,5613393.4476
0029XX Blaisdell AV S,3749156,MP 2018 095163,05,3/25/2018 10:10:00 PM,3/25/2018 7:00:00 AM,07:00:00,AUTOTH,Motor Vehicle Theft,08,3/25/2018 10:09:42 PM,17033,44.94954085,-93.27968211,-10383846.7136,5613581.2199,WHITTIER,3/26/2018 7:11:15 AM,3/26/2018 8:00:32 PM,1393,-10383846.7136,5613581.2199
0030XX Dupont AV N,3749165,MP 2018 095225,04,3/25/2018 11:08:00 PM,3/25/2018 10:36:00 PM,22:36:00,ROBPER,Robbery Of Person,04,3/25/2018 11:07:08 PM,14212,45.01178736,-93.29306399,-10385336.3775,5623377.356,HAWTHORNE,3/26/2018 4:05:37 AM,3/26/2018 8:00:32 PM,1394,-10385336.3775,5623377.356
0023XX Washington AV N,3749170,MP 2018 095147,04,3/25/2018 11:55:00 PM,3/25/2018 9:10:00 PM,21:10:00,SHOPLF,Shoplifting,07,3/25/2018 11:56:16 PM,13724,45.00312408,-93.28181132,-10384083.7363,5622013.3226,HAWTHORNE,3/26/2018 6:37:47 AM,3/26/2018 8:00:32 PM,1395,-10384083.7363,5622013.3226
0014XX Nicollet AV S,3749173,MP 2018 095238,01,3/26/2018 12:33:00 AM,3/25/2018 10:46:00 PM,22:46:00,THEFT,Other Theft,07,3/26/2018 12:32:48 AM,21649,44.96842384,-93.27781743,-10383639.1388,5616551.8343,LORING PARK,3/26/2018 2:43:07 AM,3/26/2018 8:00:32 PM,1396,-10383639.1388,5616551.8343
0029XX Oakland AV S,3749178,MP 2018 095070,03,3/26/2018 12:47:00 PM,3/25/2018 3:30:00 PM,15:30:00,TFMV,Theft From Motr Vehc,07,3/26/2018 12:47:35 AM,18090,44.95014459,-93.26646784,-10382375.7085,5613676.1847,PHILLIPS WEST,3/26/2018 5:36:17 AM,3/26/2018 8:00:32 PM,1397,-10382375.7085,5613676.1847
0012XX 2 ST S,3749179,MP 2018 095324,01,3/26/2018 12:50:00 AM,3/26/2018 12:02:00 AM,00:02:00,BURGB,Burglary Of Business,06,3/26/2018 12:54:21 AM,22502,44.97552467,-93.25032946,-10380579.1916,5617669.1686,DOWNTOWN EAST,3/26/2018 2:52:04 AM,3/26/2018 8:00:32 PM,1398,-10380579.1916,5617669.1686
0027XX 11 AV S,3749185,MP 2018 095270,03,3/26/2018 1:20:00 AM,3/23/2018 6:00:00 PM,18:00:00,AUTOTH,Motor Vehicle Theft,08,3/26/2018 1:16:33 AM,21912,44.95238287,-93.2588236,-10381524.7556,5614028.2561,MIDTOWN PHILLIPS,3/26/2018 5:35:39 AM,3/26/2018 8:00:32 PM,1399,-10381524.7556,5614028.2561
0008XX Lake ST W,3749193,MP 2018 095387,05,3/26/2018 2:30:00 AM,3/26/2018 1:15:00 AM,01:15:00,THEFT,Other Theft,07,3/26/2018 2:28:06 AM,16079,44.9483642,-93.29001302,-10384996.7456,5613396.1462,CARAG,3/26/2018 4:15:54 AM,3/26/2018 8:00:32 PM,1400,-10384996.7456,5613396.1462
0035XX Park AV S,3749202,MP 2018 095502,03,3/26/2018 4:20:00 AM,3/26/2018 3:20:00 AM,03:20:00,ROBPAG,Robbery Per Agg,04,3/26/2018 4:18:38 AM,13517,44.93866796,-93.26508332,-10382221.5836,5611871.1737,CENTRAL,3/26/2018 3:44:33 PM,3/26/2018 8:00:32 PM,1401,-10382221.5836,5611871.1737
0018XX Lake ST E,3749220,MP 2018 095600,05,3/26/2018 8:10:00 AM,3/25/2018 3:30:00 PM,15:30:00,THEFT,Other Theft,07,3/26/2018 8:22:14 AM,19780,44.94837115,-93.24550112,-10380041.7036,5613397.239,CORCORAN,3/26/2018 9:09:20 AM,3/26/2018 8:00:32 PM,1402,-10380041.7036,5613397.239
0034XX 38 ST E,3749222,MP 2018 998491,03,3/26/2018 8:29:17 AM,3/24/2018 12:00:00 PM,12:00:00,TFMV,Theft From Motr Vehc,07,3/26/2018 8:29:17 AM,12472,44.93417676,-93.22230891,-10377459.9586,5611164.9092,HOWE,3/26/2018 9:56:04 AM,3/26/2018 8:00:32 PM,1403,-10377459.9586,5611164.9092
0049XX 6 ST N,3749225,MP 2018 095610,04,3/26/2018 7:59:00 AM,3/25/2018 10:00:00 PM,22:00:00,BURGD,Burglary Of Dwelling,06,3/26/2018 8:50:07 AM,10108,45.04531395,-93.28761239,-10384729.5086,5628658.0641,LIND - BOHANON,3/26/2018 4:09:40 PM,3/26/2018 8:00:32 PM,1404,-10384729.5086,5628658.0641
0041XX Sheridan AV N,3749232,MP 2018 998490,04,3/26/2018 9:36:33 AM,3/26/2018 3:00:00 AM,03:00:00,TFMV,Theft From Motr Vehc,07,3/26/2018 9:36:33 AM,22373,45.03042247,-93.31229699,-10387477.3855,5626312.1539,VICTORY,3/26/2018 9:36:40 AM,3/26/2018 8:00:32 PM,1405,-10387477.3855,5626312.1539
0033XX Park AV S,3749234,MP 2018 095650,03,3/26/2018 9:40:00 AM,3/26/2018 9:00:00 AM,09:00:00,DASTR,Domestic Assault/Strangulation,05,3/26/2018 9:38:27 AM,21975,44.94228025,-93.26513437,-10382227.2664,5612439.2646,CENTRAL,3/26/2018 12:30:26 PM,3/26/2018 8:00:32 PM,1406,-10382227.2664,5612439.2646
0060XX Pillsbury AV S,3749236,MP 2018 095640,05,3/26/2018 10:00:00 AM,3/23/2018 2:00:00 PM,14:00:00,AUTOTH,Motor Vehicle Theft,08,3/26/2018 9:55:54 AM,13465,44.89302791,-93.28194129,-10384098.2051,5604696.6114,WINDOM,3/26/2018 3:40:17 PM,3/26/2018 8:00:32 PM,1407,-10384098.2051,5604696.6114
0054XX Emerson AV S,3749238,MP 2018 998489,05,3/26/2018 10:10:02 AM,3/23/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,3/26/2018 10:10:02 AM,14016,44.90419507,-93.29465727,-10385513.7413,5606451.5499,KENNY,3/26/2018 10:10:09 AM,3/26/2018 8:00:32 PM,1408,-10385513.7413,5606451.5499
0028XX Bryant AV S,3749241,MP 2018 998487,05,3/26/2018 10:37:59 AM,3/25/2018 3:00:00 PM,15:00:00,TFMV,Theft From Motr Vehc,07,3/26/2018 10:37:59 AM,25735,44.9511821,-93.29062928,-10385065.3474,5613839.3779,LOWRY HILL EAST,3/26/2018 10:38:04 AM,3/26/2018 8:00:32 PM,1409,-10385065.3474,5613839.3779
00003X River Terrace CT ,3749251,MP 2018 095698,02,3/26/2018 11:42:00 AM,3/24/2018 8:06:00 PM,20:06:00,BURGD,Burglary Of Dwelling,06,3/26/2018 11:41:55 AM,22038,44.95659687,-93.2089135,-10375968.7886,5614691.1375,PROSPECT PARK - EAST RIVER ROAD,3/26/2018 2:00:59 PM,3/26/2018 8:00:32 PM,1410,-10375968.7886,5614691.1375
0022XX RIVERSIDE AV ,3749254,MP 2018 998483,01,3/26/2018 11:55:31 AM,3/19/2018 12:00:00 AM,00:00:00,TBLDG,Theft From Building,07,3/26/2018 11:55:31 AM,20043,44.96734047,-93.24049668,-10379484.6114,5616381.3757,CEDAR RIVERSIDE,3/26/2018 11:55:38 AM,3/26/2018 8:00:32 PM,1411,-10379484.6114,5616381.3757
0008XX Upton AV N,3749269,MP 2018 998478,04,3/26/2018 12:30:45 PM,3/21/2018 6:30:00 PM,18:30:00,TBLDG,Theft From Building,07,3/26/2018 12:30:45 PM,20922,44.98701936,-93.31465964,-10387740.395,5619478.1817,WILLARD - HAY,3/26/2018 12:30:50 PM,3/26/2018 8:00:32 PM,1412,-10387740.395,5619478.1817
0055XX Girard AV S,3749270,MP 2018 998477,05,3/26/2018 12:30:47 PM,3/11/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,3/26/2018 12:30:47 PM,14018,44.90239221,-93.29720798,-10385797.6849,5606168.2039,KENNY,3/26/2018 12:30:51 PM,3/26/2018 8:00:32 PM,1413,-10385797.6849,5606168.2039
0037XX Bryant AV S,3749276,MP 2018 998476,05,3/26/2018 12:39:15 PM,3/19/2018 10:30:00 PM,22:30:00,THEFT,Other Theft,07,3/26/2018 12:39:15 PM,18629,44.93497616,-93.29077991,-10385082.1155,5611290.6158,EAST HARRIET,3/26/2018 12:39:16 PM,3/26/2018 8:00:32 PM,1414,-10385082.1155,5611290.6158
0050XX 29 AV S,3749279,MP 2018 998474,03,3/26/2018 1:09:15 PM,3/24/2018 10:30:00 PM,22:30:00,TFMV,Theft From Motr Vehc,07,3/26/2018 1:09:15 PM,12931,44.91168336,-93.23096697,-10378423.7691,5607628.5384,KEEWAYDIN,3/26/2018 1:09:18 PM,3/26/2018 8:00:32 PM,1415,-10378423.7691,5607628.5384
0044XX Lyndale AV N,3749302,MP 2018 095948,04,3/26/2018 2:45:00 PM,3/26/2018 6:00:00 AM,06:00:00,THEFT,Other Theft,07,3/26/2018 3:23:46 PM,10471,45.03617778,-93.28796989,-10384769.3056,5627218.7371,LIND - BOHANON,3/26/2018 4:09:59 PM,3/26/2018 8:00:32 PM,1416,-10384769.3056,5627218.7371
0008XX 28 ST E,3749311,MP 2018 998470,03,3/26/2018 3:58:27 PM,3/26/2018 3:02:00 AM,03:02:00,THEFT,Other Theft,07,3/26/2018 3:58:27 PM,15519,44.95195537,-93.26136643,-10381807.8212,5613961.0113,MIDTOWN PHILLIPS,3/26/2018 3:58:31 PM,3/26/2018 8:00:32 PM,1417,-10381807.8212,5613961.0113
0052XX Knox AV N,3749314,MP 2018 998469,04,3/26/2018 4:16:07 PM,3/24/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,3/26/2018 4:16:07 PM,15767,45.05027215,-93.30300851,-10386443.3963,5629439.2825,SHINGLE CREEK,3/26/2018 4:16:11 PM,3/26/2018 8:00:32 PM,1418,-10386443.3963,5629439.2825
0028XX Bryant AV S,3749315,MP 2018 998468,05,3/26/2018 4:17:13 PM,3/25/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,3/26/2018 4:17:13 PM,25735,44.9511821,-93.29062928,-10385065.3474,5613839.3779,LOWRY HILL EAST,3/26/2018 4:17:16 PM,3/26/2018 8:00:32 PM,1419,-10385065.3474,5613839.3779
0004XX 13 AV SE,3749317,MP 2018 998467,02,3/26/2018 4:27:22 PM,3/10/2018 12:00:00 AM,00:00:00,THEFT,Other Theft,07,3/26/2018 4:27:22 PM,16641,44.98153641,-93.23677981,-10379070.8515,5618615.2399,MARCY HOLMES,3/26/2018 4:27:27 PM,3/26/2018 8:00:32 PM,1420,-10379070.8515,5618615.2399
0057XX 23 AV S,3749325,MP 2018 998466,03,3/26/2018 5:22:19 PM,3/26/2018 1:30:00 PM,13:30:00,THEFT,Other Theft,07,3/26/2018 5:22:19 PM,14419,44.89893036,-93.23872817,-10379287.7417,5605624.1494,WENONAH,3/26/2018 5:22:24 PM,3/26/2018 8:00:32 PM,1421,-10379287.7417,5605624.1494
5TH ST  / 5 ST N,3749328,MP 2018 998465,99,3/26/2018 5:35:28 PM,3/24/2018 11:00:00 PM,23:00:00,THEFT,Other Theft,07,3/26/2018 5:35:28 PM,0,0,0,0,0,,3/26/2018 5:35:34 PM,3/26/2018 8:00:32 PM,1422,0,0
0004XX Cedar AV S,3749330,MP 2018 998464,01,3/26/2018 5:37:02 PM,3/24/2018 12:01:00 AM,00:01:00,THEFT,Other Theft,07,3/26/2018 5:37:02 PM,14908,44.96897465,-93.2472583,-10380237.3113,5616638.5011,CEDAR RIVERSIDE,3/26/2018 5:37:04 PM,3/26/2018 8:00:32 PM,1423,-10380237.3113,5616638.5011
