PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID,x2,y2
0000XX Queen AV S,3741601,MP 2018 054020,04,2/20/2018 7:00:00 AM,2/19/2018 9:00:00 PM,21:00:00,AUTOTH,Motor Vehicle Theft,08,2/20/2018 7:25:57 AM,18035,44.97626392,-93.30961952,-10387179.3311,5617785.4992,BRYN - MAWR,2/21/2018 10:39:40 AM,2/21/2018 8:00:31 PM,4500,-10387179.3311,5617785.4992
0006XX Franklin AV W,3741607,MP 2018 999079,05,2/20/2018 8:38:31 AM,2/16/2018 8:30:00 AM,08:30:00,THEFT,Other Theft,07,2/20/2018 8:38:31 AM,16106,44.9627,-93.28736811,-10384702.3154,5615651.2753,STEVENS SQUARE - LORING HEIGHTS,2/21/2018 8:48:37 AM,2/21/2018 8:00:31 PM,4501,-10384702.3154,5615651.2753
0052XX 35 AV S,3741608,MP 2018 054017,03,2/20/2018 6:50:00 AM,2/20/2018 6:05:00 AM,06:05:00,AUTOTH,Motor Vehicle Theft,08,2/20/2018 8:46:18 AM,13404,44.90809314,-93.22159464,-10377380.4465,5607064.2186,MINNEHAHA,2/20/2018 11:37:59 AM,2/21/2018 8:00:31 PM,4502,-10377380.4465,5607064.2186
0026XX Newton AV N,3741609,MP 2018 054079,04,2/20/2018 8:35:00 AM,2/18/2018 8:00:00 AM,08:00:00,THFTSW,Theft By Swindle,07,2/20/2018 8:47:10 AM,20608,45.00690895,-93.30568301,-10386741.1208,5622609.2242,JORDAN,2/20/2018 9:32:47 PM,2/21/2018 8:00:31 PM,4503,-10386741.1208,5622609.2242
0047XX Minnehaha AV S,3741613,MP 2018 054016,03,2/20/2018 9:00:00 AM,2/19/2018 12:00:00 PM,12:00:00,BURGB,Burglary Of Business,06,2/20/2018 9:00:59 AM,21802,44.9170532,-93.21344428,-10376473.1525,5608472.6482,HIAWATHA,2/20/2018 11:37:15 AM,2/21/2018 8:00:31 PM,4504,-10376473.1525,5608472.6482
0013XX James AV N,3741620,MP 2018 054034,04,2/20/2018 9:47:00 AM,2/20/2018 7:10:00 AM,07:10:00,THEFT,Other Theft,07,2/20/2018 9:46:15 AM,17215,44.9922826,-93.3006896,-10386185.257,5620306.6212,NEAR - NORTH,2/21/2018 6:13:45 AM,2/21/2018 8:00:31 PM,4505,-10386185.257,5620306.6212
0003XX Lake ST W,3741621,MP 2018 054087,05,2/20/2018 9:55:00 AM,2/20/2018 8:48:00 AM,08:48:00,AUTOTH,Motor Vehicle Theft,08,2/20/2018 9:51:32 AM,19783,44.94835544,-93.28365334,-10384288.7897,5613394.768,WHITTIER,2/20/2018 12:44:44 PM,2/21/2018 8:00:31 PM,4506,-10384288.7897,5613394.768
0029XX Pillsbury AV S,3741622,MP 2018 054078,05,2/20/2018 10:03:00 AM,2/20/2018 8:38:00 AM,08:38:00,AUTOTH,Motor Vehicle Theft,08,2/20/2018 9:54:32 AM,20803,44.94955167,-93.28134598,-10384031.9351,5613582.9231,WHITTIER,2/20/2018 12:57:35 PM,2/21/2018 8:00:31 PM,4507,-10384031.9351,5613582.9231
0039XX 3 AV S,3741623,MP 2018 054133,03,2/20/2018 10:06:00 AM,2/18/2018 3:00:00 PM,15:00:00,THEFT,Other Theft,07,2/20/2018 10:06:12 AM,11666,44.93142709,-93.27272878,-10383072.6731,5610732.5368,BRYANT,2/20/2018 11:38:07 AM,2/21/2018 8:00:31 PM,4508,-10383072.6731,5610732.5368
0027XX Lake ST W,3741625,MP 2018 999078,05,2/20/2018 10:08:28 AM,2/18/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,2/20/2018 10:08:28 AM,23135,44.94950994,-93.31461307,-10387735.2108,5613576.3594,CEDAR - ISLES - DEAN,2/21/2018 8:48:26 AM,2/21/2018 8:00:31 PM,4509,-10387735.2108,5613576.3594
0022XX Pierce ST NE,3741628,MP 2018 054134,02,2/20/2018 10:20:00 AM,2/20/2018 9:00:00 AM,09:00:00,AUTOTH,Motor Vehicle Theft,08,2/20/2018 10:19:25 AM,11414,45.01047414,-93.24098346,-10379538.7998,5623170.5756,WINDOM PARK,2/20/2018 2:42:52 PM,2/21/2018 8:00:31 PM,4510,-10379538.7998,5623170.5756
0011XX Lagoon AV ,3741630,MP 2018 050809,05,2/16/2018 8:35:00 PM,2/16/2018 8:35:00 PM,20:35:00,SHOPLF,Shoplifting,07,2/20/2018 10:38:04 AM,19777,44.94891146,-93.29367343,-10385404.2207,5613482.2235,LOWRY HILL EAST,2/20/2018 12:36:29 PM,2/21/2018 8:00:31 PM,4511,-10385404.2207,5613482.2235
0050XX Fremont AV N,3741631,MP 2018 054065,04,2/20/2018 10:39:00 AM,2/20/2018 8:12:00 AM,08:12:00,BURGD,Burglary Of Dwelling,06,2/20/2018 10:39:23 AM,21051,45.0466067,-93.29663513,-10385733.9149,5628861.7442,LIND - BOHANON,2/21/2018 6:14:53 AM,2/21/2018 8:00:31 PM,4512,-10385733.9149,5628861.7442
0004XX 1 ST N,3741632,MP 2018 054114,01,2/20/2018 10:43:00 AM,2/16/2018 11:00:00 PM,23:00:00,BURGB,Burglary Of Business,06,2/20/2018 10:43:22 AM,19562,44.98855577,-93.27353796,-10383162.7502,5619720.0064,NORTH LOOP,2/21/2018 2:29:59 PM,2/21/2018 8:00:31 PM,4513,-10383162.7502,5619720.0064
0007XX 15 AV NE,3741645,MP 2018 999076,02,2/20/2018 11:45:40 AM,2/16/2018 12:00:00 AM,00:00:00,THEFT,Other Theft,07,2/20/2018 11:45:40 AM,16174,45.00307631,-93.25185683,-10380749.2179,5622005.8013,LOGAN PARK,2/21/2018 7:16:15 PM,2/21/2018 8:00:31 PM,4514,-10380749.2179,5622005.8013
0008XX Hennepin AV S,3741649,MP 2018 054316,01,2/20/2018 12:30:00 PM,2/16/2018 9:00:00 PM,21:00:00,ASLT3,Aslt-sgnfcnt Bdly Hm,05,2/20/2018 12:27:12 PM,21655,44.9768075,-93.27643103,-10383484.8051,5617871.0411,DOWNTOWN WEST,2/21/2018 2:30:47 PM,2/21/2018 8:00:31 PM,4515,-10383484.8051,5617871.0411
16 AV S / 22 ST E,3741650,MP 2018 050740,03,2/16/2018 6:00:00 PM,2/15/2018 5:30:00 PM,17:30:00,ROBPER,Robbery Of Person,04,2/20/2018 12:27:40 PM,,44.96093,-93.2511,-10380665.33,5615372.982,VENTURA VILLAGE,2/21/2018 6:04:07 AM,2/21/2018 8:00:31 PM,4516,-10380665.33,5615372.982
0016XX Hillside AV ,3741652,MP 2018 054290,04,2/20/2018 12:20:00 PM,2/20/2018 10:30:00 AM,10:30:00,TFMV,Theft From Motr Vehc,07,2/20/2018 12:38:10 PM,18641,45.00119234,-93.30089701,-10386208.3459,5621709.1981,JORDAN,2/21/2018 6:15:15 AM,2/21/2018 8:00:31 PM,4517,-10386208.3459,5621709.1981
0006XX Nicollet Mall  ,3741658,MP 2018 054359,01,2/20/2018 1:00:00 PM,2/19/2018 12:32:00 PM,12:32:00,THEFT,Other Theft,07,2/20/2018 1:04:34 PM,21933,44.97736687,-93.2717965,-10382968.892,5617959.0665,DOWNTOWN WEST,2/21/2018 2:30:55 PM,2/21/2018 8:00:31 PM,4518,-10382968.892,5617959.0665
0042XX Zenith AV S,3741666,MP 2018 999073,05,2/20/2018 1:40:00 PM,2/19/2018 2:00:00 PM,14:00:00,TFMV,Theft From Motr Vehc,07,2/20/2018 1:40:00 PM,12526,44.92601425,-93.32141147,-10388492.0045,5609881.4553,LINDEN HILLS,2/21/2018 8:30:51 AM,2/21/2018 8:00:31 PM,4519,-10388492.0045,5609881.4553
0053XX 29 AV S,3741667,MP 2018 054306,03,2/20/2018 1:41:00 PM,2/18/2018 6:00:00 PM,18:00:00,BURGD,Burglary Of Dwelling,06,2/20/2018 1:40:44 PM,13413,44.90625215,-93.23103035,-10378430.8252,5606774.8598,KEEWAYDIN,2/21/2018 10:31:08 AM,2/21/2018 8:00:31 PM,4520,-10378430.8252,5606774.8598
0029XX Bryant AV S,3741669,MP 2018 054077,05,2/20/2018 1:58:00 PM,2/19/2018 11:41:00 PM,23:41:00,BURGB,Burglary Of Business,06,2/20/2018 1:49:19 PM,16088,44.94920236,-93.29063863,-10385066.3885,5613527.9788,LOWRY HILL EAST,2/21/2018 12:38:23 PM,2/21/2018 8:00:31 PM,4521,-10385066.3885,5613527.9788
0023XX 36 1/2 ST E,3741676,MP 2018 054074,03,2/20/2018 2:16:00 PM,2/16/2018 2:00:00 PM,14:00:00,BURGD,Burglary Of Dwelling,06,2/20/2018 2:15:47 PM,22254,44.93682447,-93.23804893,-10379212.1292,5611581.2685,STANDISH,2/20/2018 5:15:13 PM,2/21/2018 8:00:31 PM,4522,-10379212.1292,5611581.2685
0007XX 10 AV SE,3741678,MP 2018 054288,02,2/20/2018 2:00:00 PM,1/15/2018 12:00:00 PM,12:00:00,BURGD,Burglary Of Dwelling,06,2/20/2018 2:18:00 PM,17648,44.98614075,-93.23859144,-10379272.5217,5619339.894,MARCY HOLMES,2/21/2018 12:09:50 AM,2/21/2018 8:00:31 PM,4523,-10379272.5217,5619339.894
0029XX Sheridan AV N,3741682,MP 2018 054392,04,2/20/2018 3:00:00 PM,2/20/2018 7:36:00 AM,07:36:00,BURGD,Burglary Of Dwelling,06,2/20/2018 2:52:03 PM,20439,45.01053824,-93.31206383,-10387451.4305,5623180.6683,JORDAN,2/21/2018 10:49:00 AM,2/21/2018 8:00:31 PM,4524,-10387451.4305,5623180.6683
0024XX NICOLLET AV ,3741686,MP 2018 999072,05,2/20/2018 3:11:03 PM,2/19/2018 12:30:00 PM,12:30:00,THEFT,Other Theft,07,2/20/2018 3:11:03 PM,16207,44.95823635,-93.27785114,-10383642.8907,5614949.0485,WHITTIER,2/21/2018 8:47:56 AM,2/21/2018 8:00:31 PM,4525,-10383642.8907,5614949.0485
0042XX 32 AV S,3741691,MP 2018 054471,03,2/20/2018 3:30:00 PM,2/20/2018 7:30:00 AM,07:30:00,BURGD,Burglary Of Dwelling,06,2/20/2018 3:40:08 PM,21199,44.92598578,-93.22565827,-10377832.8075,5609876.979,ERICSSON,2/20/2018 5:17:06 PM,2/21/2018 8:00:31 PM,4526,-10377832.8075,5609876.979
0003XX Washington AV S,3741697,MP 2018 999070,01,2/20/2018 4:17:51 PM,2/19/2018 2:00:00 PM,14:00:00,BIKETF,Bike Theft,07,2/20/2018 4:17:51 PM,17837,44.97965842,-93.26343782,-10382038.4079,5618319.6894,DOWNTOWN WEST,2/21/2018 9:49:29 AM,2/21/2018 8:00:31 PM,4527,-10382038.4079,5618319.6894
0003XX Hennepin AV S,3741700,MP 2018 054460,01,2/20/2018 4:51:00 PM,2/19/2018 3:00:00 PM,15:00:00,DASLT2,2nd Deg Domes Aslt,05,2/20/2018 4:50:39 PM,17867,44.98086593,-93.27076425,-10382853.9825,5618509.721,DOWNTOWN WEST,2/21/2018 7:13:46 AM,2/21/2018 8:00:31 PM,4528,-10382853.9825,5618509.721
0031XX 4 ST SE,3741703,MP 2018 999068,02,2/20/2018 5:01:27 PM,2/16/2018 7:30:00 PM,19:30:00,TFMV,Theft From Motr Vehc,07,2/20/2018 5:01:27 PM,18621,44.9699942,-93.21044005,-10376138.7226,5616798.9229,PROSPECT PARK - EAST RIVER ROAD,2/21/2018 11:17:22 AM,2/21/2018 8:00:31 PM,4529,-10376138.7226,5616798.9229
26 ST W / Nicollet AV S,3741715,MP 2018 054579,05,2/20/2018 7:03:00 PM,2/17/2018 2:00:00 AM,02:00:00,CSCR,Crim Sex Cond-rape,03,2/20/2018 6:55:55 PM,,44.95554,-93.27787,-10383645.16,5614524.538,WHITTIER,2/21/2018 6:09:12 PM,2/21/2018 8:00:31 PM,4530,-10383645.16,5614524.538
0001XX 27 AV SE,3741716,MP 2018 999067,02,2/20/2018 7:02:55 PM,2/16/2018 3:00:00 PM,15:00:00,BIKETF,Bike Theft,07,2/20/2018 7:02:55 PM,22881,44.96949537,-93.22054857,-10377263.9982,5616720.4343,PROSPECT PARK - EAST RIVER ROAD,2/21/2018 11:09:38 AM,2/21/2018 8:00:31 PM,4531,-10377263.9982,5616720.4343
0014XX Washington ST NE,3741718,MP 2018 054725,02,2/20/2018 7:18:00 PM,2/11/2018 2:00:00 PM,14:00:00,THEFT,Other Theft,07,2/20/2018 7:17:40 PM,16580,45.00198239,-93.2575434,-10381382.2444,5621833.5787,SHERIDAN,2/21/2018 12:09:25 AM,2/21/2018 8:00:31 PM,4532,-10381382.2444,5621833.5787
0002XX OAK GROVE ST ,3741719,MP 2018 999066,01,2/20/2018 7:20:13 PM,2/16/2018 7:00:00 PM,19:00:00,BIKETF,Bike Theft,07,2/20/2018 7:20:13 PM,15057,44.96692818,-93.28322844,-10384241.489,5616316.5062,LORING PARK,2/21/2018 9:49:14 AM,2/21/2018 8:00:31 PM,4533,-10384241.489,5616316.5062
0010XX Washington AV SE,3741720,MP 2018 999065,02,2/20/2018 7:23:33 PM,1/30/2018 9:30:00 PM,21:30:00,THEFT,Other Theft,07,2/20/2018 7:23:33 PM,19567,44.97365396,-93.22315143,-10377553.7474,5617374.7946,PROSPECT PARK - EAST RIVER ROAD,2/20/2018 7:23:36 PM,2/21/2018 8:00:31 PM,4534,-10377553.7474,5617374.7946
0039XX Cedar AV S,3741725,MP 2018 054802,03,2/19/2018 3:39:00 PM,2/19/2018 3:13:00 PM,15:13:00,THEFT,Other Theft,07,2/20/2018 7:34:04 PM,19755,44.93140031,-93.24733665,-10380246.0337,5610728.3263,STANDISH,2/20/2018 10:05:19 PM,2/21/2018 8:00:31 PM,4535,-10380246.0337,5610728.3263
0021XX 2 AV S,3741734,MP 2018 054808,03,2/19/2018 5:07:00 PM,2/16/2018 12:00:00 AM,00:00:00,THEFT,Other Theft,07,2/20/2018 9:06:46 PM,21651,44.96179557,-93.27401585,-10383215.9485,5615508.9849,WHITTIER,2/21/2018 5:29:15 AM,2/21/2018 8:00:31 PM,4536,-10383215.9485,5615508.9849
0021XX Dupont AV N,3741740,MP 2018 054940,04,2/20/2018 9:53:00 PM,2/20/2018 9:03:00 PM,21:03:00,ROBPER,Robbery Of Person,04,2/20/2018 9:53:12 PM,15074,45.0008743,-93.29258518,-10385283.0771,5621659.1271,HAWTHORNE,2/21/2018 6:05:27 AM,2/21/2018 8:00:31 PM,4537,-10385283.0771,5621659.1271
36 ST E / Park AV S,3741745,MP 2018 054882,03,2/20/2018 10:10:00 PM,2/20/2018 7:00:00 PM,19:00:00,ROBPAG,Robbery Per Agg,04,2/20/2018 10:09:21 PM,,44.93777,-93.26507,-10382219.75,5611729.25,CENTRAL,2/21/2018 2:20:24 PM,2/21/2018 8:00:31 PM,4538,-10382219.75,5611729.25
0027XX 2 AV S,3741748,MP 2018 054979,05,2/20/2018 10:54:00 PM,2/20/2018 10:15:00 AM,10:15:00,BURGD,Burglary Of Dwelling,06,2/20/2018 10:52:23 PM,21889,44.95301526,-93.27408256,-10383223.3747,5614127.7307,WHITTIER,2/21/2018 2:26:41 AM,2/21/2018 8:00:31 PM,4539,-10383223.3747,5614127.7307
18 AV S / Nicollet AV S,3741754,MP 2018 055029,05,2/20/2018 11:44:00 PM,2/20/2018 9:45:00 PM,21:45:00,ASLT2,Asslt W/dngrs Weapon,05,2/20/2018 11:43:50 PM,,44.96523,-93.27781,-10383638.43,5616048.694,STEVENS SQUARE - LORING HEIGHTS,2/21/2018 10:01:14 AM,2/21/2018 8:00:31 PM,4540,-10383638.43,5616048.694
14 ST E / Nicollet AV S,3741770,MP 2018 055220,01,2/21/2018 3:02:00 AM,2/21/2018 1:30:00 AM,01:30:00,ROBPER,Robbery Of Person,04,2/21/2018 3:02:08 AM,,44.96892,-93.27781,-10383638.7,5616630.201,LORING PARK,2/21/2018 5:57:08 AM,2/21/2018 8:00:31 PM,4541,-10383638.7,5616630.201
0047XX Minnehaha AV S,3741777,MP 2018 055267,03,2/21/2018 7:30:00 AM,2/20/2018 3:00:00 PM,15:00:00,BURGB,Burglary Of Business,06,2/21/2018 7:11:41 AM,21802,44.9170532,-93.21344428,-10376473.1525,5608472.6482,HIAWATHA,2/21/2018 2:29:03 PM,2/21/2018 8:00:31 PM,4542,-10376473.1525,5608472.6482
0026XX Madison ST NE,3741781,MP 2018 055277,02,2/21/2018 7:20:00 AM,2/20/2018 10:00:00 PM,22:00:00,BURGD,Burglary Of Dwelling,06,2/21/2018 8:05:57 AM,11030,45.015878,-93.25429507,-10381020.6415,5624021.4987,HOLLAND,2/21/2018 8:58:28 AM,2/21/2018 8:00:31 PM,4543,-10381020.6415,5624021.4987
0034XX Newton AV N,3741788,MP 2018 055282,04,2/21/2018 8:36:00 AM,2/21/2018 6:43:00 AM,06:43:00,ROBPAG,Robbery Per Agg,04,2/21/2018 8:33:31 AM,10456,45.01773639,-93.30572093,-10386745.3425,5624314.15,FOLWELL,2/21/2018 10:39:15 AM,2/21/2018 8:00:31 PM,4544,-10386745.3425,5624314.15
0036XX Bryant AV N,3741791,MP 2018 055306,04,2/21/2018 8:58:00 AM,2/21/2018 7:36:00 AM,07:36:00,AUTOTH,Motor Vehicle Theft,08,2/21/2018 8:58:02 AM,10018,45.02123016,-93.29056362,-10385058.0382,5624864.3601,MCKINLEY,2/21/2018 10:35:35 AM,2/21/2018 8:00:31 PM,4545,-10385058.0382,5624864.3601
0031XX 3 ST NE,3741795,MP 2018 055345,02,2/21/2018 9:19:00 AM,2/20/2018 3:00:00 PM,15:00:00,THEFT,Other Theft,07,2/21/2018 9:19:04 AM,25339,45.01680385,-93.2662127,-10382347.3061,5624167.2963,COLUMBIA PARK,2/21/2018 4:12:16 PM,2/21/2018 8:00:31 PM,4546,-10382347.3061,5624167.2963
0033XX Hiawatha AV ,3741796,MP 2018 055310,03,2/21/2018 9:21:00 AM,2/21/2018 7:00:00 AM,07:00:00,AUTOTH,Motor Vehicle Theft,08,2/21/2018 9:20:14 AM,21434,44.94124892,-93.23342844,-10378697.779,5612277.0677,LONGFELLOW,2/21/2018 2:19:29 PM,2/21/2018 8:00:31 PM,4547,-10378697.779,5612277.0677
0012XX HARMON PL ,3741798,MP 2018 999063,01,2/21/2018 9:38:37 AM,2/17/2018 11:00:00 PM,23:00:00,THEFT,Other Theft,07,2/21/2018 9:38:37 AM,16657,44.97354094,-93.28023231,-10383907.9621,5617357.0095,LORING PARK,2/21/2018 9:38:43 AM,2/21/2018 8:00:31 PM,4548,-10383907.9621,5617357.0095
0017XX 3 AV S,3741802,MP 2018 055323,05,2/21/2018 9:56:00 AM,2/14/2018 6:00:00 PM,18:00:00,AUTOTH,Motor Vehicle Theft,08,2/21/2018 9:56:03 AM,16606,44.96574682,-93.27275983,-10383076.1296,5616130.635,STEVENS SQUARE - LORING HEIGHTS,2/21/2018 12:31:57 PM,2/21/2018 8:00:31 PM,4549,-10383076.1296,5616130.635
0039XX Washington AV N,3741809,MP 2018 055342,04,2/21/2018 10:35:00 AM,2/21/2018 8:57:00 AM,08:57:00,BURGD,Burglary Of Dwelling,06,2/21/2018 10:31:42 AM,23151,45.02665008,-93.28428367,-10384358.9575,5625717.9723,WEBBER - CAMDEN,2/21/2018 2:24:58 PM,2/21/2018 8:00:31 PM,4550,-10384358.9575,5625717.9723
0016XX Penn AV N,3741810,MP 2018 055420,04,2/21/2018 10:35:00 AM,2/20/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,2/21/2018 10:35:12 AM,15490,44.99578042,-93.30821605,-10387023.0977,5620857.2242,WILLARD - HAY,2/21/2018 2:22:52 PM,2/21/2018 8:00:31 PM,4551,-10387023.0977,5620857.2242
0026XX 16 AV S,3741812,MP 2018 999061,03,2/21/2018 10:43:52 AM,8/1/2017 12:00:00 PM,12:00:00,THEFT,Other Theft,07,2/21/2018 10:43:52 AM,19488,44.95464048,-93.25118066,-10380673.9464,5614383.3829,EAST PHILLIPS,2/21/2018 10:43:59 AM,2/21/2018 8:00:31 PM,4552,-10380673.9464,5614383.3829
0023XX 50 ST W,3741814,MP 2018 999060,05,2/21/2018 10:55:53 AM,2/20/2018 10:30:00 AM,10:30:00,THFTSW,Theft By Swindle,07,2/21/2018 10:55:53 AM,14043,44.91237076,-93.30933769,-10387147.9574,5607736.5888,FULTON,2/21/2018 10:55:59 AM,2/21/2018 8:00:31 PM,4553,-10387147.9574,5607736.5888
0008XX 28 ST E,3741817,MP 2018 999058,03,2/21/2018 11:18:03 AM,1/21/2018 12:00:00 PM,12:00:00,THEFT,Other Theft,07,2/21/2018 11:18:03 AM,15519,44.95195537,-93.26136643,-10381807.8212,5613961.0113,MIDTOWN PHILLIPS,2/21/2018 11:18:07 AM,2/21/2018 8:00:31 PM,4554,-10381807.8212,5613961.0113
0024XX Broadway AV W,3741818,MP 2018 055403,04,2/21/2018 12:00:00 PM,2/20/2018 6:00:00 PM,18:00:00,BURGB,Burglary Of Business,06,2/21/2018 11:20:24 AM,17545,45.00535671,-93.31053496,-10387281.2376,5622364.8292,JORDAN,2/21/2018 2:27:48 PM,2/21/2018 8:00:31 PM,4555,-10387281.2376,5622364.8292
0022XX Franklin AV E,3741821,MP 2018 999057,03,2/21/2018 11:36:44 AM,2/15/2018 10:30:00 PM,22:30:00,TFMV,Theft From Motr Vehc,07,2/21/2018 11:36:44 AM,16990,44.96274963,-93.2404603,-10379480.5616,5615659.0824,SEWARD,2/21/2018 11:36:48 AM,2/21/2018 8:00:31 PM,4556,-10379480.5616,5615659.0824
0007XX Fulton ST SE,3741823,MP 2018 999056,02,2/21/2018 11:40:13 AM,2/16/2018 12:00:00 AM,00:00:00,BIKETF,Bike Theft,07,2/21/2018 11:40:13 AM,17078,44.97028011,-93.2284224,-10378140.5092,5616843.9112,UNIVERSITY OF MINNESOTA,2/21/2018 11:40:18 AM,2/21/2018 8:00:31 PM,4557,-10378140.5092,5616843.9112
0006XX Franklin AV W,3741825,MP 2018 999055,05,2/21/2018 11:46:06 AM,2/16/2018 9:15:00 AM,09:15:00,THEFT,Other Theft,07,2/21/2018 11:46:06 AM,16106,44.9627,-93.28736811,-10384702.3154,5615651.2753,STEVENS SQUARE - LORING HEIGHTS,2/21/2018 11:46:09 AM,2/21/2018 8:00:31 PM,4558,-10384702.3154,5615651.2753
0006XX 4 ST SE,3741826,MP 2018 999054,02,2/21/2018 11:48:10 AM,2/20/2018 9:00:00 PM,21:00:00,THEFT,Other Theft,07,2/21/2018 11:48:10 AM,17980,44.98463834,-93.24619476,-10380118.9187,5619103.432,MARCY HOLMES,2/21/2018 11:48:14 AM,2/21/2018 8:00:31 PM,4559,-10380118.9187,5619103.432
0002XX PORTLAND AV ,3741830,MP 2018 999053,01,2/21/2018 12:07:15 PM,2/19/2018 10:00:00 AM,10:00:00,BIKETF,Bike Theft,07,2/21/2018 12:07:15 PM,15554,44.97882129,-93.25950751,-10381600.8881,5618187.948,DOWNTOWN EAST,2/21/2018 12:07:16 PM,2/21/2018 8:00:31 PM,4560,-10381600.8881,5618187.948
0010XX Lake ST W,3741835,MP 2018 999051,05,2/21/2018 12:10:45 PM,2/20/2018 6:00:00 PM,18:00:00,THEFT,Other Theft,07,2/21/2018 12:10:45 PM,17304,44.94836154,-93.2925539,-10385279.5952,5613395.7281,CARAG,2/21/2018 12:10:46 PM,2/21/2018 8:00:31 PM,4561,-10385279.5952,5613395.7281
0032XX 6 ST N,3741836,MP 2018 999050,04,2/21/2018 12:14:06 PM,2/18/2018 2:00:00 AM,02:00:00,THEFT,Other Theft,07,2/21/2018 12:14:06 PM,11110,45.01399588,-93.28647953,-10384603.3997,5623725.1208,MCKINLEY,2/21/2018 12:14:11 PM,2/21/2018 8:00:31 PM,4562,-10384603.3997,5623725.1208
0010XX Lake ST W,3741837,MP 2018 999049,05,2/21/2018 12:14:47 PM,2/20/2018 6:00:00 PM,18:00:00,THEFT,Other Theft,07,2/21/2018 12:14:47 PM,17304,44.94836154,-93.2925539,-10385279.5952,5613395.7281,CARAG,2/21/2018 12:14:52 PM,2/21/2018 8:00:31 PM,4563,-10385279.5952,5613395.7281
0002XX Franklin AV W,3741849,MP 2018 999044,05,2/21/2018 1:47:30 PM,2/20/2018 1:00:00 PM,13:00:00,THEFT,Other Theft,07,2/21/2018 1:47:30 PM,16773,44.96269638,-93.28208,-10384113.6455,5615650.7053,STEVENS SQUARE - LORING HEIGHTS,2/21/2018 1:47:36 PM,2/21/2018 8:00:31 PM,4564,-10384113.6455,5615650.7053
0007XX Park AV S,3741852,MP 2018 055573,01,2/21/2018 2:14:00 PM,2/15/2018 1:30:00 PM,13:30:00,THEFT,Other Theft,07,2/21/2018 2:12:40 PM,18846,44.97236806,-93.26312004,-10382003.0328,5617172.4507,ELLIOT PARK,2/21/2018 2:30:25 PM,2/21/2018 8:00:31 PM,4565,-10382003.0328,5617172.4507
0021XX HENNEPIN AV ,3741874,MP 2018 999041,05,2/21/2018 3:37:23 PM,2/19/2018 6:45:00 PM,18:45:00,TFMV,Theft From Motr Vehc,07,2/21/2018 3:37:23 PM,18381,44.96141336,-93.29235956,-10385257.9615,5615448.8535,LOWRY HILL,2/21/2018 3:37:25 PM,2/21/2018 8:00:31 PM,4566,-10385257.9615,5615448.8535
0030XX HENNEPIN AV ,3741905,MP 2018 999039,05,2/21/2018 6:43:06 PM,2/21/2018 3:45:00 PM,15:45:00,THEFT,Other Theft,07,2/21/2018 6:43:06 PM,11281,44.9474742,-93.29829195,-10385918.3514,5613256.1615,ECCO,2/21/2018 6:43:09 PM,2/21/2018 8:00:31 PM,4567,-10385918.3514,5613256.1615
0030XX EXCELSIOR BL ,3741909,MP 2018 999038,05,2/21/2018 7:12:23 PM,2/20/2018 8:00:00 PM,20:00:00,THEFT,Other Theft,07,2/21/2018 7:12:23 PM,14407,44.94795145,-93.31925329,-10388251.7571,5613331.2263,WEST CALHOUN,2/21/2018 7:12:26 PM,2/21/2018 8:00:31 PM,4568,-10388251.7571,5613331.2263
0024XX 2 ST N,3741913,MP 2018 999037,04,2/21/2018 7:30:26 PM,6/7/2017 8:00:00 AM,08:00:00,THEFT,Other Theft,07,2/21/2018 7:30:26 PM,13719,45.00478744,-93.2802184,-10383906.4139,5622275.2019,HAWTHORNE,2/21/2018 7:30:27 PM,2/21/2018 8:00:31 PM,4569,-10383906.4139,5622275.2019
2 AV S / 9 ST S,3745003,MP 2018 072601,01,3/7/2018 7:09:00 PM,3/3/2018 11:30:00 AM,11:30:00,AUTOTH,Motor Vehicle Theft,08,3/7/2018 7:07:44 PM,,44.97381,-93.27115,-10382897.19,5617399.547,DOWNTOWN WEST,3/10/2018 3:19:54 AM,3/10/2018 8:00:34 PM,4570,-10382897.19,5617399.547
14 ST E / Nicollet AV S,3745293,MP 2018 074692,01,3/9/2018 5:30:00 AM,3/9/2018 3:34:00 AM,03:34:00,TFPER,Theft From Person,07,3/9/2018 5:21:48 AM,,44.96892,-93.27781,-10383638.7,5616630.201,LORING PARK,3/10/2018 3:23:38 AM,3/10/2018 8:00:34 PM,4571,-10383638.7,5616630.201
0026XX California ST NE,3745335,MP 2018 074991,02,3/9/2018 12:30:00 PM,3/9/2018 8:00:00 AM,08:00:00,DASTR,Domestic Assault/Strangulation,05,3/9/2018 12:47:45 PM,16386,45.01588272,-93.26892021,-10382648.7041,5624022.2423,MARSHALL TERRACE,3/9/2018 9:57:40 PM,3/10/2018 8:00:34 PM,4572,-10382648.7041,5624022.2423
